"time{s}","chassis\zChassis","wheel\zWheel","ground\zGround"
0.34,1,0.5,0
0.341,1,0.5,0
0.342,1,0.5,0
0.343,1,0.5,0
0.344,1,0.5,0
0.345,1,0.5,0
0.346,1,0.5,0
0.347,1,0.5,0
0.348,1,0.5,0
0.349,1,0.5,0
0.35,1,0.5,0
0.351,1,0.5,0
0.352,1,0.5,0
0.353,1,0.5,0
0.354,1,0.5,0
0.355,1,0.5,0
0.356,1,0.5,0
0.357,1,0.5,0
0.358,1,0.5,0
0.359,1,0.5,0
0.36,1,0.5,0
0.361,1,0.5,0
0.362,1,0.5,0
0.363,1,0.5,0
0.364,1,0.5,0
0.365,1,0.5,0
0.366,1,0.5,0
0.367,1,0.5,0
0.368,1,0.5,0
0.369,1,0.5,0
0.37,1,0.5,0
0.371,1,0.5,0
0.372,1,0.5,0
0.373,1,0.5,0
0.374,1,0.5,0
0.375,1,0.5,0
0.376,1,0.5,0
0.377,1,0.5,0
0.378,1,0.5,0
0.379,1,0.5,0
0.38,1,0.5,0
0.381,1,0.5,0
0.382,1,0.5,0
0.383,1,0.5,0
0.384,1,0.5,0
0.385,1,0.5,0
0.386,1,0.5,0
0.387,1,0.5,0
0.388,1,0.5,0
0.389,1,0.5,0
0.39,1,0.5,0
0.391,1,0.5,0
0.392,1,0.5,0
0.393,1,0.5,0
0.394,1,0.5,0
0.395,1,0.5,0
0.396,1,0.5,0
0.397,1,0.5,0
0.398,1,0.5,0
0.399,1,0.5,0
0.4,1,0.5,0
0.401,1,0.5,0
0.402,1,0.5,0
0.403,1,0.5,0
0.404,1,0.5,0
0.405,1,0.5,0
0.406,1,0.5,0
0.407,1,0.5,0
0.408,1,0.5,0
0.409,1,0.5,0
0.41,1,0.5,0
0.411,1,0.5,0
0.412,1,0.5,0
0.413,1,0.5,0
0.414,1,0.5,0
0.415,1,0.5,0
0.416,1,0.5,0
0.417,1,0.5,0
0.418,1,0.5,0
0.419,1,0.5,0
0.42,1,0.5,0
0.421,1,0.5,0
0.422,1,0.5,0
0.423,1,0.5,0
0.424,1,0.5,0
0.425,1,0.5,0
0.426,1,0.5,0
0.427,1,0.5,0
0.428,1,0.5,0
0.429,1,0.5,0
0.43,1,0.5,0
0.431,1,0.5,0
0.432,1,0.5,0
0.433,1,0.5,0
0.434,1,0.5,0
0.435,1,0.5,0
0.436,1,0.5,0
0.437,1,0.5,0
0.438,1,0.5,0
0.439,1,0.5,0
0.44,1,0.5,0
0.441,1,0.5,0
0.442,1,0.5,0
0.443,1,0.5,0
0.444,1,0.5,0
0.445,1,0.5,0
0.446,1,0.5,0
0.447,1,0.5,0
0.448,1,0.5,0
0.449,1,0.5,0
0.45,1,0.5,0
0.451,1,0.5,0
0.452,1,0.5,0
0.453,1,0.5,0
0.454,1,0.5,0
0.455,1,0.5,0
0.456,1,0.5,0
0.457,1,0.5,0
0.458,1,0.5,0
0.459,1,0.5,0
0.46,1,0.5,0
0.461,1,0.5,0
0.462,1,0.5,0
0.463,1,0.5,0
0.464,1,0.5,0
0.465,1,0.5,0
0.466,1,0.5,0
0.467,1,0.5,0
0.468,1,0.5,0
0.469,1,0.5,0
0.47,1,0.5,0
0.471,1,0.5,0
0.472,1,0.5,0
0.473,1,0.5,0
0.474,1,0.5,0
0.475,1,0.5,0
0.476,1,0.5,0
0.477,1,0.5,0
0.478,1,0.5,0
0.479,1,0.5,0
0.48,1,0.5,0
0.481,1,0.5,0
0.482,1,0.5,0
0.483,1,0.5,0
0.484,1,0.5,0
0.485,1,0.5,0
0.486,1,0.5,0
0.487,1,0.5,0
0.488,1,0.5,0
0.489,1,0.5,0
0.49,1,0.5,0
0.491,1,0.5,0
0.492,1,0.5,0
0.493,1,0.5,0
0.494,1,0.5,0
0.495,1,0.5,0
0.496,1,0.5,0
0.497,1,0.5,0
0.498,1,0.5,0
0.499,1,0.5,0
0.5,1,0.5,0
0.501,1,0.5,0
0.502,1,0.5,0
0.503,1,0.5,0
0.504,1,0.5,0
0.505,1,0.5,0
0.506,1,0.5,0
0.507,1,0.5,0
0.508,1,0.5,0
0.509,1,0.5,0
0.51,1,0.5,0
0.511,1,0.5,0
0.512,1,0.5,0
0.513,1,0.5,0
0.514,1,0.5,0
0.515,1,0.5,0
0.516,1,0.5,0
0.517,1,0.5,0
0.518,1,0.5,0
0.519,1,0.5,0
0.52,1,0.5,0
0.521,1,0.5,0
0.522,1,0.5,0
0.523,1,0.5,0
0.524,1,0.5,0
0.525,1,0.5,0
0.526,1,0.5,0
0.527,1,0.5,0
0.528,1,0.5,0
0.529,1,0.5,0
0.53,1,0.5,0
0.531,1,0.5,0
0.532,1,0.5,0
0.533,1,0.5,0
0.534,1,0.5,0
0.535,1,0.5,0
0.536,1,0.5,0
0.537,1,0.5,0
0.538,1,0.5,0
0.539,1,0.5,0
0.54,1,0.5,0
0.541,1,0.5,0
0.542,1,0.5,0
0.543,1,0.5,0
0.544,1,0.5,0
0.545,1,0.5,0
0.546,1,0.5,0
0.547,1,0.5,0
0.548,1,0.5,0
0.549,1,0.5,0
0.55,1,0.5,0
0.551,1,0.5,0
0.552,1,0.5,0
0.553,1,0.5,0
0.554,1,0.5,0
0.555,1,0.5,0
0.556,1,0.5,0
0.557,1,0.5,0
0.558,1,0.5,0
0.559,1,0.5,0
0.56,1,0.5,0
0.561,1,0.5,0
0.562,1,0.5,0
0.563,1,0.5,0
0.564,1,0.5,0
0.565,1,0.5,0
0.566,1,0.5,0
0.567,1,0.5,0
0.568,1,0.5,0
0.569,1,0.5,0
0.57,1,0.5,0
0.571,1,0.5,0
0.572,1,0.5,0
0.573,1,0.5,0
0.574,1,0.5,0
0.575,1,0.5,0
0.576,1,0.5,0
0.577,1,0.5,0
0.578,1,0.5,0
0.579,1,0.5,0
0.58,1,0.5,0
0.581,1,0.5,0
0.582,1,0.5,0
0.583,1,0.5,0
0.584,1,0.5,0
0.585,1,0.5,0
0.586,1,0.5,0
0.587,1,0.5,0
0.588,1,0.5,0
0.589,1,0.5,0
0.59,1,0.5,0
0.591,1,0.5,0
0.592,1,0.5,0
0.593,1,0.5,0
0.594,1,0.5,0
0.595,1,0.5,0
0.596,1,0.5,0
0.597,1,0.5,0
0.598,1,0.5,0
0.599,1,0.5,0
0.6,1,0.5,0
0.601,1,0.5,0
0.602,1,0.5,0
0.603,1,0.5,0
0.604,1,0.5,0
0.605,1,0.5,0
0.606,1,0.5,0
0.607,1,0.5,0
0.608,1,0.5,0
0.609,1,0.5,0
0.61,1,0.5,0
0.611,1,0.5,0
0.612,1,0.5,0
0.613,1,0.5,0
0.614,1,0.5,0
0.615,1,0.5,0
0.616,1,0.5,0
0.617,1,0.5,0
0.618,1,0.5,0
0.619,1,0.5,0
0.62,1,0.5,0
0.621,1,0.5,0
0.622,1,0.5,0
0.623,1,0.5,0
0.624,1,0.5,0
0.625,1,0.5,0
0.626,1,0.5,0
0.627,1,0.5,0
0.628,1,0.5,0
0.629,1,0.5,0
0.63,1,0.5,0
0.631,1,0.5,0
0.632,1,0.5,0
0.633,1,0.5,0
0.634,1,0.5,0
0.635,1,0.5,0
0.636,1,0.5,0
0.637,1,0.5,0
0.638,1,0.5,0
0.639,1,0.5,0
0.64,1,0.5,0
0.641,1,0.5,0
0.642,1,0.5,0
0.643,1,0.5,0
0.644,1,0.5,0
0.645,1,0.5,0
0.646,1,0.5,0
0.647,1,0.5,0
0.648,1,0.5,0
0.649,1,0.5,0
0.65,1,0.5,0
0.651,1,0.5,0
0.652,1,0.5,0
0.653,1,0.5,0
0.654,1,0.5,0
0.655,1,0.5,0
0.656,1,0.5,0
0.657,1,0.5,0
0.658,1,0.5,0
0.659,1,0.5,0
0.66,1,0.5,0
0.661,1,0.5,0
0.662,1,0.5,0
0.663,1,0.5,0
0.664,1,0.5,0
0.665,1,0.5,0
0.666,1,0.5,0
0.667,1,0.5,0
0.668,1,0.5,0
0.669,1,0.5,0
0.67,1,0.5,0
0.671,1,0.5,0
0.672,1,0.5,0
0.673,1,0.5,0
0.674,1,0.5,0
0.675,1,0.5,0
0.676,1,0.5,0
0.677,1,0.5,0
0.678,1,0.5,0
0.679,1,0.5,0
0.68,1,0.5,0
0.681,1,0.5,0
0.682,1,0.5,0
0.683000000000001,1,0.5,0
0.684000000000001,1,0.5,0
0.685000000000001,1,0.5,0
0.686000000000001,1,0.5,0
0.687000000000001,1,0.5,0
0.688000000000001,1,0.5,0
0.689000000000001,1,0.5,0
0.690000000000001,1,0.5,0
0.691000000000001,1,0.5,0
0.692000000000001,1,0.5,0
0.693000000000001,1,0.5,0
0.694000000000001,1,0.5,0
0.695000000000001,1,0.5,0
0.696000000000001,1,0.5,0
0.697000000000001,1,0.5,0
0.698000000000001,1,0.5,0
0.699000000000001,1,0.5,0
0.700000000000001,1,0.5,0
0.701000000000001,1,0.5,0
0.702000000000001,1,0.5,0
0.703000000000001,1,0.5,0
0.704000000000001,1,0.5,0
0.705000000000001,1,0.5,0
0.706000000000001,1,0.5,0
0.707000000000001,1,0.5,0
0.708000000000001,1,0.5,0
0.709000000000001,1,0.5,0
0.710000000000001,1,0.5,0
0.711000000000001,1,0.5,0
0.712000000000001,1,0.5,0
0.713000000000001,1,0.5,0
0.714000000000001,1,0.5,0
0.715000000000001,1,0.5,0
0.716000000000001,1,0.5,0
0.717000000000001,1,0.5,0
0.718000000000001,1,0.5,0
0.719000000000001,1,0.5,0
0.720000000000001,1,0.5,0
0.721000000000001,1,0.5,0
0.722000000000001,1,0.5,0
0.723000000000001,1,0.5,0
0.724000000000001,1,0.5,0
0.725000000000001,1,0.5,0
0.726000000000001,1,0.5,0
0.727000000000001,1,0.5,0
0.728000000000001,1,0.5,0
0.729000000000001,1,0.5,0
0.730000000000001,1,0.5,0
0.731000000000001,1,0.5,0
0.732000000000001,1,0.5,0
0.733000000000001,1,0.5,0
0.734000000000001,1,0.5,0
0.735000000000001,1,0.5,0
0.736000000000001,1,0.5,0
0.737000000000001,1,0.5,0
0.738000000000001,1,0.5,0
0.739000000000001,1,0.5,0
0.740000000000001,1,0.5,0
0.741000000000001,1,0.5,0
0.742000000000001,1,0.5,0
0.743000000000001,1,0.5,0
0.744000000000001,1,0.5,0
0.745000000000001,1,0.5,0
0.746000000000001,1,0.5,0
0.747000000000001,1,0.5,0
0.748000000000001,1,0.5,0
0.749000000000001,1,0.5,0
0.750000000000001,1,0.5,0
0.751000000000001,1,0.5,0
0.752000000000001,1,0.5,0
0.753000000000001,1,0.5,0
0.754000000000001,1,0.5,0
0.755000000000001,1,0.5,0
0.756000000000001,1,0.5,0
0.757000000000001,1,0.5,0
0.758000000000001,1,0.5,0
0.759000000000001,1,0.5,0
0.760000000000001,1,0.5,0
0.761000000000001,1,0.5,0
0.762000000000001,1,0.5,0
0.763000000000001,1,0.5,0
0.764000000000001,1,0.5,0
0.765000000000001,1,0.5,0
0.766000000000001,1,0.5,0
0.767000000000001,1,0.5,0
0.768000000000001,1,0.5,0
0.769000000000001,1,0.5,0
0.770000000000001,1,0.5,0
0.771000000000001,1,0.5,0
0.772000000000001,1,0.5,0
0.773000000000001,1,0.5,0
0.774000000000001,1,0.5,0
0.775000000000001,1,0.5,0
0.776000000000001,1,0.5,0
0.777000000000001,1,0.5,0
0.778000000000001,1,0.5,0
0.779000000000001,1,0.5,0
0.780000000000001,1,0.5,0
0.781000000000001,1,0.5,0
0.782000000000001,1,0.5,0
0.783000000000001,1,0.5,0
0.784000000000001,1,0.5,0
0.785000000000001,1,0.5,0
0.786000000000001,1,0.5,0
0.787000000000001,1,0.5,0
0.788000000000001,1,0.5,0
0.789000000000001,1,0.5,0
0.790000000000001,1,0.5,0
0.791000000000001,1,0.5,0
0.792000000000001,1,0.5,0
0.793000000000001,1,0.5,0
0.794000000000001,1,0.5,0
0.795000000000001,1,0.5,0
0.796000000000001,1,0.5,0
0.797000000000001,1,0.5,0
0.798000000000001,1,0.5,0
0.799000000000001,1,0.5,0
0.800000000000001,1,0.5,0
0.801000000000001,1,0.5,0
0.802000000000001,1,0.5,0
0.803000000000001,1,0.5,0
0.804000000000001,1,0.5,0
0.805000000000001,1,0.5,0
0.806000000000001,1,0.5,0
0.807000000000001,1,0.5,0
0.808000000000001,1,0.5,0
0.809000000000001,1,0.5,0
0.810000000000001,1,0.5,0
0.811000000000001,1,0.5,0
0.812000000000001,1,0.5,0
0.813000000000001,1,0.5,0
0.814000000000001,1,0.5,0
0.815000000000001,1,0.5,0
0.816000000000001,1,0.5,0
0.817000000000001,1,0.5,0
0.818000000000001,1,0.5,0
0.819000000000001,1,0.5,0
0.820000000000001,1,0.5,0
0.821000000000001,1,0.5,0
0.822000000000001,1,0.5,0
0.823000000000001,1,0.5,0
0.824000000000001,1,0.5,0
0.825000000000001,1,0.5,0
0.826000000000001,1,0.5,0
0.827000000000001,1,0.5,0
0.828000000000001,1,0.5,0
0.829000000000001,1,0.5,0
0.830000000000001,1,0.5,0
0.831000000000001,1,0.5,0
0.832000000000001,1,0.5,0
0.833000000000001,1,0.5,0
0.834000000000001,1,0.5,0
0.835000000000001,1,0.5,0
0.836000000000001,1,0.5,0
0.837000000000001,1,0.5,0
0.838000000000001,1,0.5,0
0.839000000000001,1,0.5,0
0.840000000000001,1,0.5,0
0.841000000000001,1,0.5,0
0.842000000000001,1,0.5,0
0.843000000000001,1,0.5,0
0.844000000000001,1,0.5,0
0.845000000000001,1,0.5,0
0.846000000000001,1,0.5,0
0.847000000000001,1,0.5,0
0.848000000000001,1,0.5,0
0.849000000000001,1,0.5,0
0.850000000000001,1,0.5,0
0.851000000000001,1,0.5,0
0.852000000000001,1,0.5,0
0.853000000000001,1,0.5,0
0.854000000000001,1,0.5,0
0.855000000000001,1,0.5,0
0.856000000000001,1,0.5,0
0.857000000000001,1,0.5,0
0.858000000000001,1,0.5,0
0.859000000000001,1,0.5,0
0.860000000000001,1,0.5,0
0.861000000000001,1,0.5,0
0.862000000000001,1,0.5,0
0.863000000000001,1,0.5,0
0.864000000000001,1,0.5,0
0.865000000000001,1,0.5,0
0.866000000000001,1,0.5,0
0.867000000000001,1,0.5,0
0.868000000000001,1,0.5,0
0.869000000000001,1,0.5,0
0.870000000000001,1,0.5,0
0.871000000000001,1,0.5,0
0.872000000000001,1,0.5,0
0.873000000000001,1,0.5,0
0.874000000000001,1,0.5,0
0.875000000000001,1,0.5,0
0.876000000000001,1,0.5,0
0.877000000000001,1,0.5,0
0.878000000000001,1,0.5,0
0.879000000000001,1,0.5,0
0.880000000000001,1,0.5,0
0.881000000000001,1,0.5,0
0.882000000000001,1,0.5,0
0.883000000000001,1,0.5,0
0.884000000000001,1,0.5,0
0.885000000000001,1,0.5,0
0.886000000000001,1,0.5,0
0.887000000000001,1,0.5,0
0.888000000000001,1,0.5,0
0.889000000000001,1,0.5,0
0.890000000000001,1,0.5,0
0.891000000000001,1,0.5,0
0.892000000000001,1,0.5,0
0.893000000000001,1,0.5,0
0.894000000000001,1,0.5,0
0.895000000000001,1,0.5,0
0.896000000000001,1,0.5,0
0.897000000000001,1,0.5,0
0.898000000000001,1,0.5,0
0.899000000000001,1,0.5,0
0.900000000000001,1,0.5,0
0.901000000000001,1,0.5,0
0.902000000000001,1,0.5,0
0.903000000000001,1,0.5,0
0.904000000000001,1,0.5,0
0.905000000000001,1,0.5,0
0.906000000000001,1,0.5,0
0.907000000000001,1,0.5,0
0.908000000000001,1,0.5,0
0.909000000000001,1,0.5,0
0.910000000000001,1,0.5,0
0.911000000000001,1,0.5,0
0.912000000000001,1,0.5,0
0.913000000000001,1,0.5,0
0.914000000000001,1,0.5,0
0.915000000000001,1,0.5,0
0.916000000000001,1,0.5,0
0.917000000000001,1,0.5,0
0.918000000000001,1,0.5,0
0.919000000000001,1,0.5,0
0.920000000000001,1,0.5,0
0.921000000000001,1,0.5,0
0.922000000000001,1,0.5,0
0.923000000000001,1,0.5,0
0.924000000000001,1,0.5,0
0.925000000000001,1,0.5,0
0.926000000000001,1,0.5,0
0.927000000000001,1,0.5,0
0.928000000000001,1,0.5,0
0.929000000000001,1,0.5,0
0.930000000000001,1,0.5,0
0.931000000000001,1,0.5,0
0.932000000000001,1,0.5,0
0.933000000000001,1,0.5,0
0.934000000000001,1,0.5,0
0.935000000000001,1,0.5,0
0.936000000000001,1,0.5,0
0.937000000000001,1,0.5,0
0.938000000000001,1,0.5,0
0.939000000000001,1,0.5,0
0.940000000000001,1,0.5,0
0.941000000000001,1,0.5,0
0.942000000000001,1,0.5,0
0.943000000000001,1,0.5,0
0.944000000000001,1,0.5,0
0.945000000000001,1,0.5,0
0.946000000000001,1,0.5,0
0.947000000000001,1,0.5,0
0.948000000000001,1,0.5,0
0.949000000000001,1,0.5,0
0.950000000000001,1,0.5,0
0.951000000000001,1,0.5,0
0.952000000000001,1,0.5,0
0.953000000000001,1,0.5,0
0.954000000000001,1,0.5,0
0.955000000000001,1,0.5,0
0.956000000000001,1,0.5,0
0.957000000000001,1,0.5,0
0.958000000000001,1,0.5,0
0.959000000000001,1,0.5,0
0.960000000000001,1,0.5,0
0.961000000000001,1,0.5,0
0.962000000000001,1,0.5,0
0.963000000000001,1,0.5,0
0.964000000000001,1,0.5,0
0.965000000000001,1,0.5,0
0.966000000000001,1,0.5,0
0.967000000000001,1,0.5,0
0.968000000000001,1,0.5,0
0.969000000000001,1,0.5,0
0.970000000000001,1,0.5,0
0.971000000000001,1,0.5,0
0.972000000000001,1,0.5,0
0.973000000000001,1,0.5,0
0.974000000000001,1,0.5,0
0.975000000000001,1,0.5,0
0.976000000000001,1,0.5,0
0.977000000000001,1,0.5,0
0.978000000000001,1,0.5,0
0.979000000000001,1,0.5,0
0.980000000000001,1,0.5,0
0.981000000000001,1,0.5,0
0.982000000000001,1,0.5,0
0.983000000000001,1,0.5,0
0.984000000000001,1,0.5,0
0.985000000000001,1,0.5,0
0.986000000000001,1,0.5,0
0.987000000000001,1,0.5,0
0.988000000000001,1,0.5,0
0.989000000000001,1,0.5,0
0.990000000000001,1,0.5,0
0.991000000000001,1,0.5,0
0.992000000000001,1,0.5,0
0.993000000000001,1,0.5,0
0.994000000000001,1,0.5,0
0.995000000000001,1,0.5,0
0.996000000000001,1,0.5,0
0.997000000000001,1,0.5,0
0.998000000000001,1,0.5,0
0.999000000000001,1,0.5,0
1,1,0.5,0.1
1.001,1.0000000040598,0.500005747112217,0.1
1.002,1.0000000507636,0.50003744822569,0.1
1.003,1.00000023168417,0.500115291064316,0.1
1.004,1.0000006878306,0.50025750377509,0.1
1.005,1.00000160537559,0.500480408012486,0.1
1.006,1.00000321145491,0.50079847365563,0.1
1.007,1.0000057700451,0.501224375183618,0.1
1.008,1.00000957792576,0.501769049709613,0.1
1.009,1.00001496073254,0.502441756651291,0.1
1.01,1.00002226910702,0.503250138993771,0.1
1.011,1.00003187494975,0.504200286081453,0.1
1.012,1.00004416778213,0.505296797857031,0.1
1.013,1.00005955122313,0.506542850449469,0.1
1.014,1.00007843958624,0.507940262997766,0.1
1.015,1.00010125460206,0.509489565584004,0.1
1.016,1.0001284222712,0.511190068137315,0.1
1.017,1.00016036985247,0.513039930160056,0.1
1.018,1.00019752299033,0.515036231118613,0.1
1.019,1.00024030298554,0.517175041333794,0.1
1.02,1.00028912421246,0.519451493199683,0.1
1.021,1.00034439168596,0.521859852555115,0.1
